worksheet,item,count,item_location,invoice_no,description,agency,pc,peripherals,status,item_user,item_value,purchase_date,install_date,currency,
12,Desktop,66,,,Desktop,SPORTSWORLD,HUB7450KMJ,CNN73706M4,0,,,03/01/09,,Ksh,
12,Desktop,67,,,Desktop,THE TRAVEL HOUSE,HUB7450KMM,3CQ92552FW ,0,,,03/01/09,,Ksh,
12,Desktop,68,,,Desktop,DEBONAIR TRAVEL,HUB7450KMT,CND7434751,0,,,03/01/09,,Ksh,
12,Desktop,69,,,Desktop,EQUITORIAL TRAVELS LTD,L3A8931,V1YTG45,0,,,03/01/08,,Ksh,
12,Desktop,70,,,Desktop,GALILEO KENYA,L3A8999,VIYTF87,0,,,03/01/08,,Ksh,
12,Desktop,71,,,Desktop,ELITE TRAVEL SERVICES,L3A9010,V1YTG20,0,,,03/01/08,,Ksh,
12,Desktop,72,,,Desktop,GALILEO KENYA,L3A9275,VIYTF97,0,,,03/01/08,,Ksh,
12,Desktop,73,,,Desktop,GALILEO KENYA,L3A9330,VIYTF56,0,,,03/01/08,,Ksh,
12,Desktop,74,,,Desktop,GALILEO KENYA,L3A9341,VIYTG35,0,,,03/01/08,,Ksh,
12,Desktop,75,,,Desktop,GALILEO KENYA,L3A9365,VIYTG13,0,,,03/01/08,,Ksh,
12,Desktop,76,,,Desktop,GALILEO KENYA,L3A9380,VIYTF72,0,,,03/01/08,,Ksh,
12,Desktop,77,,,Desktop,GALILEO KENYA,L3A9384,VIYTB40,0,,,03/01/08,,Ksh,
12,Desktop,78,,,Desktop,SCOTT TRAVEL,L3A9335,V1YRZ90,0,,,03/01/08,,Ksh,
12,Desktop,79,,,Desktop,KENYA CHINA TRAVEL & TOURS,L3A9389,VIYR764,0,,,03/01/08,,Ksh,
12,Desktop,80,,,Desktop,SCOTT TRAVEL,L3A9391,V1YTG44,0,,,03/01/08,,Ksh,
12,Desktop,81,,,Desktop,JUBA/HILAL TRAVEL AGENCY,L3A9585,VIYTGO2,0,,,03/01/08,,Ksh,
12,Desktop,82,,,Desktop,GALILEO KENYA,L3A9605,VIYTG31,0,,,03/01/08,,Ksh,
12,Desktop,83,,,Desktop,GALILEO KENYA,L3A9808,VIYTG03,0,,,03/01/08,,Ksh,
12,Desktop,84,,,Desktop,AMEET TRAVEL & TOURS LTD,L3A9823,VIYTF99,0,,,03/01/08,,Ksh,
12,Desktop,85,,,Desktop,GALILEO KENYA,L3A9849,VIYTG19,0,,,03/01/08,,Ksh,
12,Printer,86,,,Itinerary Printer ,LAYLAH,30832427370,,0,,,03/01/08,,Ksh,
12,Printer,87,,,Itinerary Printer ,ELDORET TRAVEL,001K3096380A,,0,,,03/01/08,,Ksh,
12,Printer,88,,,Itinerary Printer ,INTRA,007A0054192,,0,,,03/01/08,,Ksh,
12,Printer,89,,,Itinerary Printer ,JUBA/HILAL TRAVEL AGENCY,008K3014920K,,0,,,03/01/08,,Ksh,
12,Printer,90,,,Itinerary Printer ,FLY AIR LTD,15AP343588K,,0,,,03/01/08,,Ksh,
12,Printer,91,,,Itinerary Printer ,ROSSY TRAVEL,1CCH4006249K,,0,,,03/01/08,,Ksh,
12,Printer,92,,,Itinerary Printer ,ELITE TRAVEL SERVICES,1CCH4006267K,,0,,,03/01/08,,Ksh,
12,Printer,93,,,Itinerary Printer ,TEKKO TOURS AND TRAVEL,1CCH40063051K,,0,,,03/01/08,,Ksh,
12,Printer,94,,,Itinerary Printer ,CLASSICAL TRAVEL & TOURS,1CCH4006305K,,0,,,03/01/08,,Ksh,
12,Printer,95,,,Itinerary Printer ,AMEET TRAVEL & TOURS LTD,1CCH4006316K,,0,,,03/01/08,,Ksh,
12,Printer,96,,,Itinerary Printer ,TRAVEL SCENE SERVICES,1CCH4006318K,,0,,,03/01/08,,Ksh,
12,Printer,97,,,Itinerary Printer ,TOUR AFRICA SAFARIS,1CCH4006328R,,0,,,03/01/08,,Ksh,
12,Printer,98,,,Itinerary Printer ,PRIVATE SAFARIS ,403D1020971,,0,,,03/01/08,,Ksh,
12,Printer,99,,,Itinerary Printer ,VENTURE AFRICA,409D1282160,,0,,,03/01/08,,Ksh,
12,Printer,100,,,Itinerary Printer ,A PLUS TOURS & TOURS,46AY3068936K,,0,,,03/01/08,,Ksh,
12,Printer,101,,,Itinerary Printer ,TWIN BUFFALOS SAFARIS & TRAVEL,4CAP3137453K,,0,,,03/01/08,,Ksh,
12,Printer,102,,,Itinerary Printer ,ANSTAR,54AH4249120K,,0,,,03/01/08,,Ksh,
12,Printer,103,,,Itinerary Printer ,DODOWELT TRAVEL SERVICES LTD,59AP3178373K,,0,,,03/01/08,,Ksh,
12,Printer,104,,,Itinerary Printer ,SILVERBIRD JKIA,5BAP3190110K,,0,,,03/01/08,,Ksh,
12,Printer,105,,,Itinerary Printer ,ELITE TRAVEL BAT,601D0220289,,0,,,03/01/08,,Ksh,
12,Printer,106,,,Itinerary Printer ,CHARLESTONE,705D1920573,,0,,,03/01/08,,Ksh,
12,Printer,107,,,Itinerary Printer ,RICKAIR TRAVEL,804A0043357,,0,,,03/01/08,,Ksh,
12,Printer,108,,,Itinerary Printer ,SUNSET,8AAK3549820L,,0,,,03/01/08,,Ksh,
12,Printer,109,,,Itinerary Printer ,TAMANA TRAVEL,94AP3370464K,,0,,,03/01/08,,Ksh,
12,Printer,110,,,Itinerary Printer ,TRAVEL CREATIONS LTD,94AP3370467K,,0,,,03/01/08,,Ksh,
12,Printer,111,,,Itinerary Printer ,HIGHLIGHT BHC,94AP3370491K,,0,,,03/01/08,,Ksh,
12,Printer,112,,,Itinerary Printer ,TADIS TRAVEL,94AP3370504K,,0,,,03/01/08,,Ksh,
12,Printer,113,,,Itinerary Printer ,KATE FREIGHT & TRAVEL,94AP3370505K,,0,,,03/01/08,,Ksh,
12,Printer,114,,,Itinerary Printer ,LIZ TRAVEL,96AP3370474K,,0,,,03/01/08,,Ksh,
12,Printer,115,,,Itinerary Printer ,DEBONAIR TRAVEL,ACCH4006356K,,0,,,03/01/08,,Ksh,
12,Printer,116,,,Itinerary Printer ,KISUMU TRAVEL LTD ,OO7A0054212,,0,,,03/01/08,,Ksh,
12,Printer,117,,,Itinerary Printer ,BASEL TRAVELS,OO7A0054222,,0,,,03/01/08,,KSH,
13,Local Purchased Assets,1,NBO,,Firewall Hp Z200 WS Firewall,Bunson Travel,CZC3218FC2,,,,270,0,08/28/13,,KSH
13,Local Purchased Assets,1,NBO,,Laptop Sony VAIO,Satguru,SVS13125CAB,,,,99,875,06/17/13,,KSH
14,Laptop,1,,20159,HP Probook 450,,2CE3491FVL,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,2,,20159,HP Probook 450,,2CE3491FVM,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,3,,20159,HP Probook 450,,2CE3491FVN,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,4,,20159,HP Probook 450,,2CE3491FVP,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,5,,20159,HP Probook 450,,2CE3491FVR,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,6,,20159,HP Probook 450,,2CE3491FVT,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,7,,20159,HP Probook 450,,2CE3491FVV,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,8,,20159,HP Probook 450,,2CE3491FVW,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,9,,20159,HP Probook 450,,2CE3491FVX,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,10,,20159,HP Probook 450,,2CE3491FVY,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,11,,20159,HP Probook 450,,2CE3491FVZ,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,12,,20159,HP Probook 450,,2CE3491FW1,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,13,,20159,HP Probook 450,,2CE3491FW2,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,14,,20159,HP Probook 450,,2CE3491FW6,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,15,,20159,HP Probook 450,,2CE3491FW8,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,16,,20159,HP Probook 450,,2CE3491FW9,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,17,,20159,HP Probook 450,,2CE3491FWC,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,18,,20159,HP Probook 450,,2CE3491FWD,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,19,,20159,HP Probook 450,,2CE3491FWJ,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,20,,20159,HP Probook 450,,2CE3491FWK,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,21,,20159,HP Probook 450,,2CE3491FWL,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,22,,20159,HP Probook 450,,2CE3491FWR,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,23,,20159,HP Probook 450,,2CE3491FWS,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,24,,20159,HP Probook 450,,2CE3491FWT,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,25,,20159,HP Probook 450,,2CE3491FWV,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,26,,20159,HP Probook 450,,2CE3491FWX,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,27,,20159,HP Probook 450,,2CE3491FWY,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,28,,20159,HP Probook 450,,2CE3491FWZ,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,29,,20159,HP Probook 450,,2CE3491FX0,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,30,,20159,HP Probook 450,,2CE3491FX1,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,31,,20159,HP Probook 450,,2CE3491FX5,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,32,,20159,HP Probook 450,,2CE3491FX6,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,33,,20159,HP Probook 450,,2CE3491FXF,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,34,,20159,HP Probook 450,,2CE3491FXH,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,35,,20159,HP Probook 450,,2CE3491FXK,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,36,,20159,HP Probook 450,,2CE3491FXM,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,37,,20159,HP Probook 450,,2CE3491FXN,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,38,,20159,HP Probook 450,,2CE3491FXP,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,39,,20159,HP Probook 450,,2CE3491FXQ,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,40,,20159,HP Probook 450,,2CE3491FXS,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,41,,20159,HP Probook 450,,2CE3491FXX,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,42,,20159,HP Probook 450,,2CE3491FXZ,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,43,,20159,HP Probook 450,,2CE3491FY0,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,44,,20159,HP Probook 450,,2CE3491FY3,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,45,,20159,HP Probook 450,,2CE3491FY4,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,46,,20159,HP Probook 450,,2CE3491FY5,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,47,,20159,HP Probook 450,,2CE3491FY7,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,48,,20159,HP Probook 450,,2CE3491FYB,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,49,,20159,HP Probook 450,,2CE3491FYD,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,50,,20159,HP Probook 450,,2CE3491FYG,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,51,,20159,HP Probook 450,,2CE3491FYH,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,52,,20159,HP Probook 450,,2CE3491FYK,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,53,,20159,HP Probook 450,,2CE3491FYL,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,54,,20159,HP Probook 450,,2CE3491FYR,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,55,,20159,HP Probook 450,,2CE3491FYS,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,56,,20161,HP Probook 450,,2CE351241Z,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,57,,20161,HP Probook 450,,2CE351242F,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,58,,20161,HP Probook 450,,2CE3512426,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,59,,20161,HP Probook 450,,2CE351242X,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,60,,20161,HP Probook 450,,2CE3512432,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,61,,20161,HP Probook 450,,2CE351242L,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,62,,20161,HP Probook 450,,2CE3512436,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,63,,20161,HP Probook 450,,2CE3512424,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,64,,20161,HP Probook 450,,2CE351243D,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,65,,20161,HP Probook 450,,2CE351242W,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,66,,20161,HP Probook 450,,2CE351241X,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,67,,20161,HP Probook 450,,2CE3512420,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,68,,20161,HP Probook 450,,2CE351241W,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,69,,20161,HP Probook 450,,2CE351243K,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,70,,20161,HP Probook 450,,2CE3512430,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,71,,20161,HP Probook 450,,2CE351242M,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,72,,20161,HP Probook 450,,2CE3512439,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,73,,20161,HP Probook 450,,2CE351242S,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,74,,20161,HP Probook 450,,2CE3512422,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,75,,20161,HP Probook 450,,2CE351243P,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,76,,20161,HP Probook 450,,2CE3512435,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,77,,20161,HP Probook 450,,2CE351241T,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,78,,20161,HP Probook 450,,2CE3512437,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,79,,20161,HP Probook 450,,2CE351242J,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,80,,20161,HP Probook 450,,2CE351242K,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,81,,20161,HP Probook 450,,2CE351243N,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,82,,20161,HP Probook 450,,2CE351242P,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,83,,20161,HP Probook 450,,2CE351242Y,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,84,,20161,HP Probook 450,,2CE351243M,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,85,,20161,HP Probook 450,,2CE3512425,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,86,,20161,HP Probook 450,,2CE351242H,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,87,,20161,HP Probook 450,,2CE3512423,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,88,,20161,HP Probook 450,,2CE351241Y,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,89,,20161,HP Probook 450,,2CE351242V,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,90,,20161,HP Probook 450,,2CE351242G,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,91,,20161,HP Probook 450,,2CE351243J,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,92,,20161,HP Probook 450,,2CE351242T,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,93,,20161,HP Probook 450,,2CE3512438,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,94,,20161,HP Probook 450,,2CE351243Q,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,95,,20161,HP Probook 450,,2CE351243F,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,96,,20161,HP Probook 450,,2CE351243B,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,97,,20161,HP Probook 450,,2CE351243C,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,98,,20161,HP Probook 450,,2CE3512429,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,99,,20161,HP Probook 450,,2CE3512427,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,100,,20161,HP Probook 450,,2CE351242C,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,101,,20161,HP Probook 450,,2CE351243L,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,102,,20161,HP Probook 450,,2CE351242N,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,103,,20161,HP Probook 450,,2CE351241V,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,104,,20161,HP Probook 450,,2CE351243H,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,105,,20161,HP Probook 450,,2CE3512421,,Deployed,,965.8,03/03/14,,USD,
14,Laptop,1,,20164,HP Elite book 820 & Optical Mouse,,CNU350DQ9P,,Bunson ,,1,498,03/01/14,,USD
14,Laptop,2,,20164,HP Elite book 820 & Optical Mouse,,CNU401B8HF,,Bunson ,,1,498,03/01/14,,USD
14,Laptop,3,,20164,HP Elite book 820 & Optical Mouse,,CNU401B8HJ,,Bunson ,,1,498,03/01/14,,USD
14,Laptop,4,,20164,HP Elite book 820 & Optical Mouse,,CNU401B8JO,,Bunson ,,1,498,03/01/14,,USD
14,Laptop,5,,20164,HP Elite book 820 & Optical Mouse,,CNU401B8HQ,,Bunson ,,1,498,03/01/14,,USD
14,Laptop,6,,20164,HP Elite book 820 & Optical Mouse,,CNU401B8J5,,Bunson ,,1,498,03/01/14,,USD
14,Laptop,7,,20164,HP Elite book 820 & Optical Mouse,,CNU401B8JW,,Bunson ,,1,498,03/01/14,,USD
14,Laptop,8,,20164,HP Elite book 820 & Optical Mouse,,CNU401B8JZ,,Bunson ,,1,498,03/01/14,,USD
14,Laptop,9,,20164,HP Elite book 820 & Optical Mouse,,CNU401B8K3,,Bunson ,,1,498,03/01/14,,USD
14,Laptop,10,,20164,HP Elite book 820 & Optical Mouse,,CNU401B8ZM,,Bunson ,,1,498,03/01/14,,USD
14,Laptop,11,,20164,HP Elite book 820 & Optical Mouse,,CNU401B8H8,,Bunson ,,1,498,03/01/14,,USD
14,Laptop,1,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806JX,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,2,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806KZ,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,3,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806J9,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,4,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806K4,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,5,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806LF,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,6,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806GB,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,7,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806L8,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,8,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806C5,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,9,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806DH,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,10,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806MH,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,11,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806KF,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,12,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806G7,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,13,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806GG,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,14,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806NY,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,15,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806CQ,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,16,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806HM,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,17,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806KB,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,18,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806MK,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,19,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806FP,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,20,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806F6,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,21,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806FD,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,22,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806FW,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,23,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806FX,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,24,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806D0,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,25,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806CJ,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,26,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806P4,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,27,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806CV,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,28,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806JF,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,29,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806DW,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,30,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806JP,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,31,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806L4,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,32,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806CD,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,33,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806MN,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,34,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806M2,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,35,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806KJ,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,36,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806J2,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,37,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806MD,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,38,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806K5,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,39,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806CS,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,40,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806GD,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,41,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806D4,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,42,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806JY,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,43,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806GY,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,44,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806GW,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,45,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806LH,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,46,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806HS,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,47,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806JN,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,48,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806JK,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,49,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806KC,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,50,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806H6,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,51,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806HD,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,52,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806G1,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,53,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806K8,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,54,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806MF,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,55,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806MR,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,56,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806HB,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,57,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806GH,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,58,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806LW,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,59,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806FN,,Deployed,,1,438.4,08/25/14,,USD
14,Laptop,60,,20256,HP Probook430 G1 Intel Core i5-4200 U,,8CG42806GL,,Deployed,,1,438.4,08/25/14,,USD
15,UPS,1,,20160,APC BK650AS,,3B1348X19044,,,,120,03/03/14,,USD,
15,UPS,2,,20160,APC BK650AS,,3B1348X19045,,,,120,03/03/14,,USD,
15,UPS,3,,20160,APC BK650AS,,3B1348X19051,,,,120,03/03/14,,USD,
15,UPS,4,,20160,APC BK650AS,,3B1348X19066,,,,120,03/03/14,,USD,
15,UPS,5,,20160,APC BK650AS,,3B1348X19189,,,,120,03/03/14,,USD,
15,UPS,6,,20160,APC BK650AS,,3B1348X19361,,,,120,03/03/14,,USD,
15,UPS,7,,20160,APC BK650AS,,3B1348X19362,,,,120,03/03/14,,USD,
15,UPS,8,,20160,APC BK650AS,,3B1348X19365,,,,120,03/03/14,,USD,
15,UPS,9,,20160,APC BK650AS,,3B1348X19372,,,,120,03/03/14,,USD,
15,UPS,10,,20160,APC BK650AS,,3B1348X19376,,,,120,03/03/14,,USD,
